,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
9777,Jomo Kimane (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9779,LeMieu (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,1998,MARVEL
9781,Mad Hatter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9782,Mahapralaya (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,2,1998,MARVEL
9783,Marista (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1998,MARVEL
9784,Oyakata (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9785,Pyre (Damocles Foundation) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9787,Rocket-Launcher (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9789,Simon Krieger (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,1998,MARVEL
9790,Stanley Hathaway (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9791,Stem (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,2,1998,MARVEL
9792,Stranglehold (Damocles Foundation) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9793,Tatjana Stiles (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1998,MARVEL
9795,Tia Senyaka (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1998,MARVEL
9796,Vittorio Silvani (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,1998,MARVEL
9798,Windy (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1998,MARVEL
9799,Yvette Diamonde (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,2,1998,MARVEL
9800,Astarte (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,1999,MARVEL
9801,Balthakk (Earth-616),Secret Identity,Neutral Characters,No Eyes,No Hair,Unknown,Heterosexual,2,1999,MARVEL
9804,Ceranda (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1999,MARVEL
9805,Christina Carr (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1999,MARVEL
9806,David Ferrari (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,1999,MARVEL
9807,Dragonwing (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,1999,MARVEL
9809,Electryon (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9810,Fieldstone (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9811,Finn (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Male Characters,Heterosexual,2,1999,MARVEL
9812,Fizgig (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1999,MARVEL
9813,Hoarfrost (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,1999,MARVEL
9814,Hoopsnake (Brute Force) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9815,Hunter Brawn (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,1999,MARVEL
9816,Ingot (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1999,MARVEL
9817,Integer (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,1999,MARVEL
9818,Iron Maiden (Gene Nation) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,2,1999,MARVEL
9819,Jet-Black (Rising Sons) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9822,Krakkan (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9823,Legault (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9824,Loblolly (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,1999,MARVEL
9825,Lucas Guthrie (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,1999,MARVEL
9826,Mariah Ellenthorpe (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,1999,MARVEL
9827,Mesmero (Skrull) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9829,Mrs. St. Croix (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,1999,MARVEL
9830,Opsidian (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,1999,MARVEL
9831,Otomo (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9832,Owen Candler (Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,1999,MARVEL
9834,Paulette Brazee (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Heterosexual,2,1999,MARVEL
9835,Randall Jefferson (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9837,Reanimator (Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9839,Scarum (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9840,Shadowcaster (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9841,Sign (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9842,Tough Love (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9843,Union (Dark Gods) (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Unknown,Heterosexual,2,1999,MARVEL
9844,Vampiro (Larcenous Three) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,1999,MARVEL
9845,Watchfire (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,1999,MARVEL
9847,Agent Green (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2000,MARVEL
9848,Agent Orange (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2000,MARVEL
9849,Agent Red (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9851,Arthur DeLacourte (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9853,Bannerman Black (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9854,Bannerman Blue (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9855,Bannerman White (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9857,Brian Leighton (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9858,Claude Potier (Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Heterosexual,2,2000,MARVEL
9860,Cornelius Shaw (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9861,Cyanide Jane (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual,2,2000,MARVEL
9863,E.B. Farrell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2000,MARVEL
9864,Emma (Cyborg) (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Red Hair,Female Characters,Heterosexual,2,2000,MARVEL
9866,Flatiron (Russell) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2000,MARVEL
9867,Gareth Thomas (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9868,Gerald Simms (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9869,Goth (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9870,Gunnar (SHE) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9871,Henry Sleeman (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9872,Ikarys (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2000,MARVEL
9873,John Skulinowski (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9875,Junction (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,2000,MARVEL
9876,Katyusha (Anya) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2000,MARVEL
9878,Luke Garrow (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,2,2000,MARVEL
9879,Mako (First Line) (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,2,2000,MARVEL
9880,Marcel Deflandre (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,2000,MARVEL
9883,Ms Fortune (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2000,MARVEL
9886,Oracle (SHE) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2000,MARVEL
9887,Ransome Sole (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2000,MARVEL
9888,Rapunzel (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Heterosexual,2,2000,MARVEL
9889,Scythe (Lost Generation) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9890,Tabitha Gance (Earth-616),Public Identity,Bad Characters,Red Eyes,Blond Hair,Female Characters,Heterosexual,2,2000,MARVEL
9891,Talo (Galadorian) (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9892,Tartarus (Neo) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9893,Theoren Marceaux (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9894,Victoria Donnely (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2000,MARVEL
9895,Visalia (Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Heterosexual,2,2000,MARVEL
9896,Wallace Worthington (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2000,MARVEL
9900,Aryan (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,2001,MARVEL
9902,Carla (Tunnel Dwellers) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2001,MARVEL
9903,Crimson Dynamo VII (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,2001,MARVEL
9905,Donald Trask III (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2001,MARVEL
9907,Fiona Dunn (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,2,2001,MARVEL
9909,Harvester (Earth-616),Secret Identity,Bad Characters,Variable Eyes,No Hair,Male Characters,Heterosexual,2,2001,MARVEL
9910,Jack Abbott (Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2001,MARVEL
9911,Jared Carstairs (Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,2001,MARVEL
9913,Kali Vries (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Heterosexual,2,2001,MARVEL
9914,Madame Drache (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2001,MARVEL
9915,Mammoth (Imperial Guard) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2001,MARVEL
9916,Michael Dorie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2001,MARVEL
9918,Mister Kenneth (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2001,MARVEL
9920,Oswald (Brotherhood) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual,2,2001,MARVEL
9921,Papa Hagg (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2001,MARVEL
9922,Sigismund Bismarck (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2001,MARVEL
9923,Ugly John (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2001,MARVEL
9924,Viktor Smerdilovisc (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2001,MARVEL
9926,Alex (Telepath) (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9927,Anzehlika Medvedev (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2002,MARVEL
9928,Armour (Thanosi) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9929,Ashton Wither (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2002,MARVEL
9930,Avery Connor (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2002,MARVEL
9931,Benjamin Pancake (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9933,Blimp (Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,Heterosexual,2,2002,MARVEL
9934,Brooke Douglas (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2002,MARVEL
9935,Cain (Abel) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9936,Chin Hsi (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9937,Deuteronomy (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,No Hair,Unknown,Heterosexual,2,2002,MARVEL
9938,Dick (FBI Agent) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9939,Fader (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,2,2002,MARVEL
9941,Faysal Al-Tariq (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9942,Ggorgstog (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2002,MARVEL
9943,Hong Lianje (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9944,Imdugud (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Heterosexual,2,2002,MARVEL
9945,Iprah (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2002,MARVEL
9946,Isley (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,2002,MARVEL
9947,James Hutchinson (Earth-616),Public Identity,Neutral Characters,Yellow Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9948,Jane Jones (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Heterosexual,2,2002,MARVEL
9949,John Joseph Maguire (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Auburn Hair,Male Characters,Heterosexual,2,2002,MARVEL
9950,John Watkins Jr. (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2002,MARVEL
9951,Maksim Golitsyn (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2002,MARVEL
9952,Mr. Davis (FBI) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2002,MARVEL
9953,Mystic (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9954,Peter (Mutant) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9955,Robert Zepheniah (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9956,Russell (FBI Agent) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9958,Spence Williams (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,2002,MARVEL
9959,Splatter Gomorrah (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,2,2002,MARVEL
9960,Suzi Pazuzu (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2002,MARVEL
9961,Tischenko (Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Heterosexual,2,2002,MARVEL
9962,Virus (Corman) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9963,Waldo Dini (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2002,MARVEL
9964,Warrior (Thanosi) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2002,MARVEL
9965,Zona Cluster-6 (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Heterosexual,2,2002,MARVEL
9966,Ali Al-Zubaidi (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9967,Belinda Mathius (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2003,MARVEL
9968,Billy Taylor (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9969,Bubble (Mutant) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9970,Christian Wagner (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9971,Christopher Alleyne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9972,Dallas Huxley (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9973,Dante Ortega (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,2,2003,MARVEL
9976,Doctorangutan (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9977,Dorothy Alleyne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2003,MARVEL
9978,Elizabeth Nixon (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2003,MARVEL
9979,G\u00fcnter Gross (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Heterosexual,2,2003,MARVEL
9982,Jack Freestone (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9983,Jack Harvey (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2003,MARVEL
9984,Jefferson Jamison (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Heterosexual,2,2003,MARVEL
9985,Jo (Mutant) (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,2,2003,MARVEL
9986,Jonas Keller (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9987,Kara (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual,2,2003,MARVEL
9988,Lazarus (Domino brother) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9990,Miranda Mantega (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2003,MARVEL
9991,Mr. Canfield (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,2,2003,MARVEL
9992,Mrs. Canfield (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9993,Nallo (Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,Heterosexual,2,2003,MARVEL
9994,Oliver Ryland (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2003,MARVEL
9995,Oscar (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
9996,Peppermint Candey (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2003,MARVEL
9997,Preston Allen (Earth-616),Secret Identity,Bad Characters,White Eyes,Blue Hair,Male Characters,Heterosexual,2,2003,MARVEL
9998,Wendy Taylor (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2003,MARVEL
9999,Zach Halliwell (Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,Heterosexual,2,2003,MARVEL
10000,Aguinaga (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10001,Anthony Bronson (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10002,Arturo Falcone (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10003,Aurelie Sabayon (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,2004,MARVEL
10004,Black Knight (Servant) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10005,Carl (Mutant) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2004,MARVEL
10006,Dana Hutton (Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Female Characters,Heterosexual,2,2004,MARVEL
10007,Don Parisi (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10008,Gerard Cooper (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,Heterosexual,2,2004,MARVEL
10009,Grace Foley (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Heterosexual,2,2004,MARVEL
10010,Gunther Herschein (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,2,2004,MARVEL
10011,Howard Foley (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10012,Jack White (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,2,2004,MARVEL
10013,Jade Parisi (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,2,2004,MARVEL
10014,Jerry Halliwell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10015,Killshot (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,2,2004,MARVEL
10016,Laurent Levessaur (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10017,Matt Falcone (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10018,Mr. Borkowski (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
10019,Mrs. Borkowski (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,2,2004,MARVEL
10020,Mrs. Caban (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,2,2004,MARVEL
10021,Musclehead (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Male Characters,Heterosexual,2,2004,MARVEL
10022,Owen (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,2,2004,MARVEL
10023,Paradise (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,2,2004,MARVEL
10024,Patrick Nesbitt (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,2,2004,MARVEL
